"	",baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Gm13225",427.2586456,7.661883267,0.4543269,16.86425184,8.24E-64,1.08E-59
"	Gm10036",491.9852132,4.832994468,0.304439095,15.87507827,9.43E-57,6.20E-53
"	P2rx7",157.7714763,4.189898351,0.315036796,13.29971104,2.32E-40,1.02E-36
"	St6gal1",78.78888244,3.785730543,0.4248458,8.910834336,5.06E-19,4.44E-16
"	Asap1",923.642608,1.751528022,0.202576342,8.64626146,5.32E-18,4.37E-15
"	Ckb",63.87195331,3.38000787,0.395538448,8.545333291,1.28E-17,9.92E-15
"	Cd22",77.39439936,3.611905693,0.428211694,8.434860017,3.32E-17,2.18E-14
"	S100a9",35.27065944,6.223678718,0.741418346,8.394287456,4.69E-17,2.94E-14
"	Iglc2",41.65561868,4.147391053,0.504199628,8.225692404,1.94E-16,1.11E-13
"	Gm14718",54.97451652,4.797333478,0.589105391,8.143421457,3.84E-16,2.02E-13
"	Izumo1r",46.08514859,4.713121954,0.578564838,8.1462295,3.75E-16,2.02E-13
"	Tnfaip3",1849.04481,1.109631796,0.139770853,7.938935588,2.04E-15,1.03E-12
"	Iglc3",29.85628508,4.235429663,0.54096612,7.829380638,4.90E-15,2.30E-12
"	Il2",173.7996003,3.261038887,0.418354753,7.794912957,6.45E-15,2.92E-12
"	Pdzk1ip1",133.8862051,2.678892797,0.348232069,7.692837717,1.44E-14,5.57E-12
"	A630023P12Rik",41.27672999,4.157987962,0.542527398,7.664106876,1.80E-14,6.77E-12
"	Dennd2d",1418.598489,1.159806705,0.153508452,7.555328002,4.18E-14,1.45E-11
"	Tspan3",1215.164695,1.853181191,0.249900011,7.415690705,1.21E-13,3.98E-11
"	Tmem108",54.28924196,2.977069236,0.402564629,7.39525786,1.41E-13,4.53E-11
"	H2-Aa",217.8749031,3.432152714,0.465924963,7.366320727,1.75E-13,5.36E-11
"	Cd200",105.2088017,2.219150426,0.302853343,7.327475422,2.35E-13,7.01E-11
"	Adgrg5",235.724306,1.910181632,0.26110027,7.315892977,2.56E-13,7.47E-11
"	Cpm",284.5778957,1.303065864,0.180474847,7.220207629,5.19E-13,1.45E-10
"	Klk1b27",71.2777866,4.500891012,0.623859103,7.2145954,5.41E-13,1.48E-10
"	Lipa",503.9710604,1.45156236,0.204958918,7.082211285,1.42E-12,3.66E-10
"	Klk1b9",137.9953398,4.14773643,0.586125151,7.076537189,1.48E-12,3.74E-10
"	Rnf157",114.9046741,2.345120971,0.335528748,6.989329475,2.76E-12,6.85E-10
"	Nr4a1",132.1688015,1.950747818,0.279647945,6.975727342,3.04E-12,7.41E-10
"	Etv6",444.5732529,1.432048681,0.205455392,6.970119737,3.17E-12,7.57E-10
"	Tmem2",315.6045919,1.971243706,0.285539787,6.903569301,5.07E-12,1.19E-09
"	Fam101b",147.7067997,2.675701646,0.391097984,6.841512245,7.84E-12,1.78E-09
"	Trerf1",158.5476863,2.225020489,0.327827057,6.787177693,1.14E-11,2.50E-09
"	Trib2",492.4221819,1.651189079,0.243357889,6.785023839,1.16E-11,2.50E-09
"	Il6ra",63.94069218,2.982100215,0.441600367,6.752938709,1.45E-11,2.98E-09
"	Nupr1",37.87164348,3.807264655,0.58652962,6.491172009,8.52E-11,1.65E-08
"	Cnr2",34.45945816,3.797639453,0.589572226,6.441347278,1.18E-10,2.16E-08
"	Tacstd2",69.7490985,2.64106899,0.412748579,6.398735516,1.57E-10,2.75E-08
"	Il6st",138.26482,1.721519679,0.272605559,6.315057125,2.70E-10,4.50E-08
"	Ryr1",82.53073365,2.625260403,0.415902343,6.312203934,2.75E-10,4.52E-08
"	Nr4a2",284.4271696,1.730697226,0.274661801,6.301193757,2.95E-10,4.80E-08
"	Fam46c",632.9512142,1.451198701,0.230749415,6.289067723,3.19E-10,5.09E-08
"	Ms4a1",18.88335663,3.955103283,0.628976619,6.288156292,3.21E-10,5.09E-08
"	Dapl1",283.8494317,2.338595566,0.372293814,6.281585873,3.35E-10,5.23E-08
"	H2-Ab1",119.2870779,3.565326875,0.567711899,6.280169361,3.38E-10,5.23E-08
"	Junb",1138.260889,1.563057744,0.249460042,6.26576398,3.71E-10,5.67E-08
"	H2-Ob",231.3137623,2.495700298,0.400834186,6.226266086,4.78E-10,7.22E-08
"	Nsg2",198.9583713,1.951375023,0.314789563,6.198982599,5.68E-10,8.49E-08
