"	",baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Gm10036",491.9852132,5.103302663,0.307232036,16.61058113,5.84E-62,6.95E-58
"	As3mt",1358.77029,3.331753626,0.230585467,14.44910502,2.54E-47,1.51E-43
"	Tnfrsf25",609.050579,5.171775375,0.372740045,13.87501944,8.98E-44,3.56E-40
"	Klk1b9",137.9953398,6.331257655,0.499440664,12.67669637,7.96E-37,2.37E-33
"	Gm13225",427.2586456,4.840403246,0.382455986,12.65610533,1.04E-36,2.46E-33
"	Cx3cr1",1147.782306,2.502610748,0.204443347,12.24109657,1.87E-34,3.72E-31
"	Smad3",811.9300723,1.856099377,0.167477085,11.08270649,1.52E-28,2.26E-25
"	Tcf7",3285.221274,3.432722209,0.309536077,11.08989376,1.40E-28,2.26E-25
"	P2rx7",157.7714763,4.860744439,0.462396221,10.51207649,7.60E-26,1.00E-22
"	Ptpn4",1501.438292,-1.36221103,0.134102529,-10.15798168,3.05E-24,3.63E-21
"	Gzmm",1768.799232,3.604695594,0.364261166,9.895909675,4.34E-23,4.69E-20
"	Ccr2",6962.704707,-2.359244627,0.243163898,-9.702281639,2.95E-22,2.92E-19
"	Cd40lg",336.1922875,4.201740648,0.434068348,9.67990563,3.67E-22,3.36E-19
"	Gm13157",540.8516043,-2.290074395,0.24348795,-9.405288428,5.19E-21,4.41E-18
"	Il18r1",2388.66459,-1.97719435,0.213582063,-9.257305224,2.10E-20,1.66E-17
"	Samd3",392.5847639,3.170935421,0.344351718,9.208420506,3.31E-20,2.46E-17
"	Borcs7",2598.07513,1.505087199,0.165503245,9.09400416,9.55E-20,6.68E-17
"	Slc30a4",281.4667205,-2.514546932,0.27892527,-9.015127726,1.97E-19,1.30E-16
"	Gm36981",1488.695247,3.422651635,0.381472257,8.972216395,2.91E-19,1.82E-16
"	Klrb1f",530.1177398,2.849619982,0.328768445,8.667559262,4.41E-18,2.63E-15
"	Swap70",251.2262575,-2.524522684,0.296695012,-8.508814052,1.76E-17,9.96E-15
"	Nebl",547.3132539,-2.297176062,0.273281665,-8.405891638,4.25E-17,2.30E-14
"	Ubxn11",322.7781723,2.864244342,0.345030839,8.301415455,1.03E-16,5.32E-14
"	Vps50",446.8122306,-1.741692557,0.210865856,-8.259718254,1.46E-16,7.24E-14
"	Gcnt1",91.4696524,-3.528222352,0.430908417,-8.187870593,2.66E-16,1.27E-13
"	1700027F09Rik",71.56268667,3.732514716,0.462845007,8.064286453,7.37E-16,3.37E-13
"	Rab37",702.7356879,1.672955083,0.207869388,8.048107018,8.41E-16,3.71E-13
"	Heg1",342.4969288,1.574987709,0.197439123,7.977080169,1.50E-15,6.37E-13
"	Trat1",412.3763119,3.078588217,0.387128723,7.952363214,1.83E-15,7.51E-13
"	Gm13139",80.20335073,-3.510350835,0.443328513,-7.918170692,2.41E-15,9.56E-13
"	Itgad",212.5390343,2.414746151,0.308122314,7.836972672,4.62E-15,1.77E-12
"	Pld4",97.25059756,3.557459032,0.456744773,7.788724132,6.77E-15,2.52E-12
"	Cd84",2743.963689,1.386151546,0.178378629,7.770838665,7.80E-15,2.81E-12
"	Tnfrsf26",1029.422675,2.18141993,0.28107731,7.760925037,8.43E-15,2.95E-12
"	Tespa1",920.5354344,2.461623991,0.331272867,7.430804734,1.08E-13,3.67E-11
"	Cnbd2",42.43388816,3.263739454,0.443817086,7.353794073,1.93E-13,6.37E-11
"	Lpgat1",572.2194999,-1.307565729,0.179806027,-7.272090654,3.54E-13,1.14E-10
"	Larp1b",355.4566339,-1.430734066,0.197546296,-7.242525411,4.40E-13,1.38E-10
"	Apobec1",199.6816412,1.81902661,0.251479468,7.23330069,4.71E-13,1.44E-10
"	Pde6d",610.5375458,1.813734672,0.251370655,7.215379497,5.38E-13,1.60E-10
"	Asap1",923.642608,1.452456625,0.202448866,7.174436958,7.26E-13,2.11E-10
"	Nsg2",198.9583713,3.265876565,0.456505387,7.154081113,8.42E-13,2.39E-10
"	Pdcd4",922.6172694,1.636765861,0.229583369,7.129287578,1.01E-12,2.79E-10
"	S1pr5",911.5816602,2.484469684,0.34899906,7.118843486,1.09E-12,2.94E-10
"	Naga",138.4122791,1.736768977,0.244265944,7.110156029,1.16E-12,3.06E-10
"	AB124611",444.1587867,1.51914545,0.214723687,7.074885273,1.50E-12,3.87E-10
"	Fas",1234.777633,1.412400541,0.200499795,7.044398914,1.86E-12,4.72E-10
"	Nod1",815.6075254,1.561105723,0.22383937,6.974223175,3.08E-12,7.62E-10
"	Dpy19l3",289.2666441,2.089459199,0.30014251,6.961557016,3.37E-12,8.17E-10
"	Agfg1",2331.585998,-1.004853125,0.14488254,-6.935639885,4.04E-12,9.62E-10
"	Tnfsf8",525.7955321,2.351170369,0.342488171,6.864968099,6.65E-12,1.55E-09
"	Dapl1",283.8494317,3.593302152,0.527667787,6.809781149,9.77E-12,2.24E-09
"	Ttc39c",524.9343342,1.737335369,0.256379188,6.776429008,1.23E-11,2.77E-09
"	Klf8",135.885351,-2.645662652,0.391551867,-6.756863832,1.41E-11,3.11E-09
"	Ifit1bl1",1917.765519,1.71701815,0.254452422,6.747894696,1.50E-11,3.25E-09
"	Nucb2",48.55639597,3.130768074,0.46802614,6.68930174,2.24E-11,4.76E-09
"	Mef2a",894.8301557,-1.04149958,0.155962179,-6.677898348,2.42E-11,5.06E-09
"	Metrnl",106.2750773,2.752158624,0.415845548,6.61822313,3.64E-11,7.46E-09
"	Armcx4",66.11604363,-3.022765238,0.458091441,-6.598606669,4.15E-11,8.23E-09
