gene_name,,,,,,
"	Ptpn4",,,,,,
"	Ccr2",,,,,,
"	Gm13157",,,,,,
"	Il18r1",,,,,,
"	Slc30a4",,,,,,
"	Swap70",,,,,,
"	Nebl",,,,,,
"	Vps50",,,,,,
"	Gcnt1",,,,,,
"	Gm13139",,,,,,
"	Lpgat1",,,,,,
"	Larp1b",,,,,,
"	Agfg1",,,,,,
"	Klf8",,,,,,
"	Mef2a",,,,,,
"	Armcx4",,,,,,
"	Hook1",,,,,,
"	Marveld2",,,,,,
"	Efhd2",,,,,,
"	Sirt1",,,,,,
"	P2ry12",,,,,,
"	Bspry",,,,,,
"	Gm19261",,,,,,
"	Hsph1",,,,,,
"	Fam3c",,,,,,
"	Sp4",,,,,,
"	Ngly1",,,,,,
"	Tle1",,,,,,
"	Entpd5",,,,,,
"	P2ry10",,,,,,
"	Cd55",,,,,,
"	Mbtps2",,,,,,
"	Reck",,,,,,
"	Eif2ak3",,,,,,
"	Taf4b",,,,,,
"	Adam19",,,,,,
"	Galnt3",,,,,,
"	Epas1",,,,,,
"	Fam107b",,,,,,
"	Cblb",,,,,,
"	Raph1",,,,,,
"	Acadl",,,,,,
"	Fam188a",,,,,,
"	Npm1",,,,,,
"	Cul4b",,,,,,
"	Cd244",,,,,,
"	Cd24a",,,,,,
"	Rbpj",,,,,,
"	Cd164",,,,,,
"	Rragb",,,,,,
"	St13",,,,,,
"	Alcam",,,,,,
"	Atp13a3",,,,,,
"	Hsp90aa1",,,,,,
"	Canx",,,,,,
"	Immp2l",,,,,,
"	Prdm1",,,,,,
"	Tspan2",,,,,,
"	Tm9sf2",,,,,,
"	Dennd1b",,,,,,
"	Slc16a1",,,,,,
"	Snhg5",,,,,,
"	Tnpo1",,,,,,
"	Cd28",,,,,,
"	Clec12a",,,,,,
"	Pip4k2a",,,,,,
"	Sec24a",,,,,,
"	Ept1",,,,,,
"	Rasa2",,,,,,
"	Pno1",,,,,,
"	Otud4",,,,,,
"	Fam84b",,,,,,
"	Set",,,,,,
"	Tob1",,,,,,
"	Slc52a3",,,,,,
"	Tmem30a",,,,,,
"	Ptpn3",,,,,,
"	1500009L16Rik",,,,,,
"	Cdk6",,,,,,
"	Abce1",,,,,,
"	Zfp280b",,,,,,
"	Gnptab",,,,,,
"	Mmd",,,,,,
"	Chm",,,,,,
"	0610010F05Rik",,,,,,
"	Foxn2",,,,,,
"	Mpp7",,,,,,
"	Ap1ar",,,,,,
"	Amica1",,,,,,
"	Chuk",,,,,,
"	Bhlhb9",,,,,,
"	Gm15518",,,,,,
"	Ptges3",,,,,,
"	Cltc",,,,,,
"	Ipo7",,,,,,
"	Trim33",,,,,,
"	Lamc2",,,,,,
"	C1galt1",,,,,,
"	Fmr1",,,,,,
"	Spats2",,,,,,
"	Prkrir",,,,,,
"	Smarca5",,,,,,
"	BC005537",,,,,,
"	Pgrmc1",,,,,,
"	Syncrip",,,,,,
"	Myc",,,,,,
"	Phip",,,,,,
"	Metap2",,,,,,
"	Sqle",,,,,,
"	Ppp3ca",,,,,,
"	Fam117b",,,,,,
"	Rnf138",,,,,,
"	Esm1",,,,,,
"	Hsd17b7",,,,,,
"	Rbm26",,,,,,
"	Alkbh5",,,,,,
"	Tshz1",,,,,,
"	Stt3b",,,,,,
"	Celf4",,,,,,
"	Pdcd1",,,,,,
"	Ogfrl1",,,,,,
"	Tmem170b",,,,,,
"	Smim10l1",,,,,,
"	Xpo1",,,,,,
"	Pde4dip",,,,,,
"	Slf1",,,,,,
"	Prss16",,,,,,
"	Sfmbt2",,,,,,
"	Slmap",,,,,,
"	Chmp2b",,,,,,
"	Sptbn1",,,,,,
"	Mfsd7b",,,,,,
"	Nipa2",,,,,,
"	Prpf18",,,,,,
"	Pus10",,,,,,
"	Rdx",,,,,,
"	Pten",,,,,,
"	Nt5e",,,,,,
"	Hif1a",,,,,,
"	Magohb",,,,,,
"	Cct6a",,,,,,
"	Ybx3",,,,,,
"	Dr1",,,,,,
"	Gnl3",,,,,,
"	Taok1",,,,,,
"	Zbtb44",,,,,,
"	Nr4a2",,,,,,
"	Ids",,,,,,
"	Nab1",,,,,,
"	Cnot7",,,,,,
"	Adss",,,,,,
"	Ints2",,,,,,
"	Trpm7",,,,,,
"	Klhl9",,,,,,
"	Mcm4",,,,,,
"	Eif4g2",,,,,,
"	Prep",,,,,,
"	Strbp",,,,,,
"	Tmem221",,,,,,
"	Pag1",,,,,,
"	Zranb2",,,,,,
